,Company,TypeName,Ram,OpSys,Weight,Price,Touchscreen,Ips,Cpu_brand,HDD,SSD
936,5,2,4,3,2.18,29762.208,0,0,4,1000,0
937,8,4,8,3,2.2,63882.72,0,0,2,1000,128
938,5,1,8,3,1.36,87325.92,0,0,1,0,256
939,5,4,16,3,4.36,146946.24,0,0,2,1000,512
940,2,4,8,3,2.75,74538.72,0,1,1,1000,128
941,4,2,4,3,2.8,28238.4,0,0,5,1000,0
942,3,2,4,3,2.23,32980.32,0,0,1,500,0
943,10,2,8,3,2.2,59620.32,0,0,1,0,256
944,6,5,8,3,1.1,69210.72,1,1,5,0,256
945,6,4,16,3,2.5,53226.72,0,1,3,1000,512
946,5,1,8,3,1.36,78438.816,1,0,1,0,256
947,6,2,8,2,2.2,36496.8,0,0,2,1000,0
948,5,2,4,3,2.36,35111.52,0,0,4,1000,0
949,3,2,4,8,1.68,18594.72,0,0,5,0,0
950,2,6,8,3,2.0,119826.72,0,1,2,0,8
951,5,1,8,3,1.36,94572.0,0,0,2,0,256
952,10,2,8,9,1.2,77788.8,0,0,1,0,256
953,4,5,8,8,1.2,61751.52,0,0,5,0,0
954,6,1,8,3,1.7,79333.3872,0,1,2,0,256
955,5,4,16,3,4.36,168045.12,0,1,2,1000,512
956,5,5,8,3,1.24,101178.72,1,0,1,0,256
957,2,5,4,3,1.45,41292.0,1,0,5,0,256
958,5,1,8,3,1.3,67559.04,0,0,2,0,256
959,3,5,4,8,1.25,20725.92,1,1,5,0,0
960,10,2,8,3,1.2,81784.8,0,0,1,0,256
961,6,1,8,3,1.36,93772.8,0,1,1,0,256
962,3,2,12,3,2.4,53759.52,0,0,1,1000,128
963,10,1,8,3,1.1,95371.2,1,0,2,0,512
964,2,2,8,3,2.04,45101.52,0,0,1,1000,0
965,5,2,4,5,2.25,24808.2336,0,0,4,1000,0
966,5,2,4,3,1.9,43956.0,0,0,1,500,0
967,2,2,4,3,2.04,36496.8,0,0,4,500,0
968,5,4,32,3,4.42,167778.72,0,1,2,1000,256
969,6,2,6,3,2.4,37029.6,0,0,1,0,256
970,5,5,16,3,1.22,101178.72,1,0,2,0,512
971,5,1,8,3,1.5,104587.57439999998,1,0,2,0,256
972,5,4,32,3,4.42,149184.0,0,0,2,1000,256
973,10,2,8,3,1.95,62870.4,0,0,1,0,256
974,4,4,16,3,2.73,109218.672,0,0,2,1000,256
975,2,2,8,3,2.04,52161.12,0,1,1,1000,128
976,6,2,4,9,1.7,53386.56,0,0,1,0,0
977,4,5,16,3,2.3,95850.72,1,0,2,2000,512
978,2,2,6,3,2.04,30849.12,0,0,2,1000,0
979,4,4,16,3,2.99,93186.72,0,0,2,1000,256
980,5,5,12,3,2.19,69210.72,1,1,2,0,512
981,10,2,4,9,1.2,63669.6,0,0,1,0,128
982,6,2,6,3,2.2,29250.72,0,0,3,0,256
983,18,2,4,3,2.3,34578.72,0,0,1,0,256
984,10,2,4,3,1.75,48751.2,0,0,1,500,0
985,5,2,4,3,2.25,31914.72,0,0,1,500,0
986,2,2,8,3,2.04,42943.68,0,0,1,1000,0
987,6,4,8,3,2.5,63349.92,0,1,2,1000,128
988,5,2,8,3,2.36,39906.72,0,0,2,1000,0
989,5,2,8,3,1.6,59620.32,0,0,1,0,128
990,2,3,8,3,0.97,101658.24,0,0,5,0,512
991,2,2,4,3,2.1,26586.72,0,0,4,1000,128
992,6,2,4,2,1.9,14418.6336,0,0,5,0,128
993,6,2,8,3,2.3,71874.72,0,0,1,0,256
994,5,5,8,3,1.68,47365.92,1,0,1,0,256
995,4,2,8,3,1.4,61272.0,0,0,1,0,256
996,2,1,8,3,1.11,71874.72,1,1,2,0,256
997,3,2,4,3,2.4,20246.4,0,0,5,500,0
998,4,4,16,3,2.5,95850.72,0,0,2,1000,256
999,2,1,8,3,1.48,111301.92,0,0,2,0,512
1000,3,4,8,3,2.7,67132.8,0,1,2,1000,128
1001,2,2,8,3,1.34,63349.92,0,1,1,0,256
1002,5,2,4,3,2.18,29144.16,0,0,4,0,128
1003,2,2,4,3,1.64,41505.12,0,0,1,500,0
1004,10,2,4,3,1.2,63669.6,0,0,1,0,128
1005,2,2,4,3,1.48,58607.46719999999,0,0,1,0,256
1006,2,2,4,3,1.95,64202.4,0,0,1,0,256
1007,2,1,8,9,1.43,77202.72,0,0,2,0,256
1008,2,2,8,3,1.64,55904.5728,0,0,1,0,256
1009,2,2,4,3,1.64,36443.52,0,0,4,500,0
1010,5,4,8,3,2.65,50562.72,0,0,1,0,0
1011,2,1,4,3,1.26,81997.92,0,0,1,500,0
1012,2,2,4,3,1.48,84715.2,0,0,1,0,256
1013,2,1,8,3,1.54,100550.5488,0,0,2,0,256
1014,2,2,4,3,1.49,42624.0,0,0,4,500,0
1015,10,2,8,3,1.5,64468.8,0,0,1,0,256
1016,2,2,4,3,2.04,41025.0672,0,0,4,0,256
1017,6,2,16,9,2.4,158135.04,0,1,2,0,512
1018,10,2,8,3,1.47,79387.2,0,1,1,0,256
1019,2,2,8,3,1.43,118761.12,0,0,2,0,256
1020,5,5,4,3,2.08,42410.3472,1,1,4,1000,0
1021,10,1,8,3,1.2,84715.2,0,0,1,0,256
1022,2,2,8,3,1.11,61218.72,0,1,1,0,256
1023,2,2,8,3,1.64,63159.7104,0,0,2,0,256
1024,5,2,8,3,2.09,55754.3232,0,0,1,500,0
1025,2,1,4,3,1.26,83063.52,0,0,1,0,256
1026,2,2,4,3,2.31,63349.92,0,0,1,500,0
1027,2,2,4,3,1.95,56476.8,0,0,1,500,0
1028,5,1,8,3,1.29,86526.72,1,0,1,0,256
1029,2,2,8,3,2.63,57542.4,0,0,1,0,256
1030,2,2,4,3,1.64,51841.44,0,0,1,0,256
1031,3,2,6,3,2.1,21791.52,0,0,3,1000,0
1032,8,4,8,3,2.7,63499.10399999999,0,0,2,1000,128
1033,2,2,8,9,1.95,63669.6,0,0,1,0,256
1034,2,2,8,3,1.84,65480.5872,0,0,2,0,256
1035,2,1,8,3,1.26,71874.72,0,0,2,0,256
1036,2,2,4,3,2.04,39533.76,0,0,1,500,0
1037,10,1,8,3,1.47,91908.0,0,1,2,0,256
1038,5,2,8,9,2.09,56633.976,0,0,1,0,256
1039,2,2,8,3,1.64,53839.9728,0,0,1,0,256
1040,6,5,4,3,1.8,45128.16,1,1,2,0,256
1041,13,2,2,3,1.45,11231.424,0,0,5,0,0
1042,10,2,16,3,2.4,75924.0,0,1,2,0,256
1043,6,2,8,3,2.3,55922.688,0,0,1,0,256
1044,2,2,4,3,1.54,53280.0,0,0,1,500,0
1045,2,2,8,3,1.84,112065.9552,0,0,1,500,256
1046,2,2,8,9,1.43,78268.31999999999,0,0,1,0,256
1047,8,4,16,3,3.78,82351.6992,0,1,2,1000,256
1048,6,4,16,3,4.6,122010.66719999998,0,1,2,1000,128
1049,4,3,4,8,1.2,15339.311999999998,0,0,5,0,0
1050,6,2,16,9,1.1,139593.6,0,1,2,0,256
1051,2,2,8,3,1.91,52161.12,0,1,2,1000,0
1052,5,5,8,3,2.3,58288.32,1,1,1,0,256
1053,2,2,4,3,2.04,52161.12,0,0,1,0,256
1054,5,1,16,3,1.2,120093.12,1,0,2,0,1000
1055,2,2,4,3,2.31,37570.392,0,0,4,500,0
1056,2,2,4,2,1.96,26586.72,0,0,1,500,0
1057,3,2,8,3,2.4,23922.72,0,0,3,1000,0
1058,5,5,12,3,1.6,69210.72,1,1,2,0,256
1059,8,4,16,3,2.94,96916.32,0,0,2,1000,256
1060,2,2,8,3,2.04,57009.6,0,0,2,0,256
1061,4,4,16,2,4.0,53173.44,0,1,2,1000,0
1062,5,2,4,3,2.25,29783.52,0,0,1,1000,0
1063,5,2,16,3,2.32,52746.6672,0,0,2,2000,0
1064,8,4,16,3,1.8,102777.12,0,0,2,1000,256
1065,5,1,8,3,1.29,77682.23999999999,0,0,2,0,256
1066,4,4,64,3,3.58,211788.0,0,1,2,0,1000
1067,5,5,8,3,1.62,42517.9728,1,0,2,0,256
1068,5,4,16,3,3.21,70809.12,0,0,2,1000,256
1069,1,1,8,4,0.92,69264.0,0,1,5,0,0
1070,5,2,4,3,2.06,25679.8944,0,0,4,500,0
1071,2,2,4,3,2.31,63882.72,0,0,1,500,0
1072,2,1,8,9,1.26,63882.72,0,0,1,0,256
1073,2,2,8,3,1.49,58075.2,0,0,2,0,256
1074,6,1,8,3,1.3,91294.7472,1,1,2,0,256
1075,6,2,8,3,3.0,35111.52,0,0,1,1000,0
1076,6,2,4,3,2.3,52054.56,0,1,1,1000,0
1077,8,4,16,3,3.78,133146.72,0,0,2,1000,256
1078,6,2,4,3,2.1,28771.2,0,0,1,500,0
1079,2,2,4,9,2.31,50083.2,0,0,1,500,0
1080,6,1,8,3,0.99,74538.72,1,1,5,0,512
1081,6,4,32,3,4.6,172627.19999999998,0,1,2,0,512
1082,6,5,4,3,0.69,34433.2656,1,1,5,0,0
1083,2,1,16,3,1.3,109170.72,0,1,2,0,512
1084,5,2,8,3,2.18,39960.0,0,0,1,0,256
1085,2,2,4,9,1.54,54931.14719999999,0,0,1,500,0
1086,2,6,8,9,1.9,79653.59999999999,0,0,2,0,256
1087,6,2,8,9,1.7,63882.72,0,0,1,0,180
1088,2,2,4,8,1.29,32767.2,0,0,5,0,0
1089,3,2,4,3,2.4,20619.36,0,0,3,500,0
1090,5,2,4,5,2.2,20965.1472,0,0,5,500,0
1091,2,2,4,2,1.86,18434.3472,0,0,4,1000,0
1092,4,4,8,3,2.7,85194.72,0,1,2,1000,256
1093,5,1,4,3,1.4,43601.688,0,1,1,0,256
1094,2,3,4,9,2.4,85194.72,0,0,1,0,128
1095,3,2,8,3,2.4,42570.72,0,0,1,1000,256
1096,5,2,8,3,2.36,34035.264,0,0,1,1000,0
1097,8,4,8,3,2.6,85194.72,0,0,2,0,256
1098,2,2,4,3,1.96,26640.0,0,0,5,1000,0
1099,4,4,16,3,4.3,122490.72,0,1,2,1000,128
1100,5,1,4,9,1.5,60480.792,0,0,4,500,0
1101,5,1,4,9,1.5,62176.1616,0,0,4,0,128
1102,3,2,4,8,2.2,11135.52,0,0,5,0,16
1103,2,6,8,9,3.0,154458.72,0,1,2,1000,0
1104,6,4,16,3,2.4,63882.72,0,0,2,0,512
1105,5,1,8,9,1.5,75289.968,0,0,1,0,256
1106,8,4,8,3,2.9,80516.20319999999,0,0,2,1000,128
1107,6,5,4,3,2.1,46193.76,1,1,1,0,256
1108,2,2,4,3,2.1,21205.44,0,0,3,1000,0
1109,4,4,16,3,2.59,71341.92,0,1,2,1000,128
1110,2,2,8,3,1.16,90522.72,1,0,5,0,256
1111,5,2,4,9,2.24,40980.312,0,0,1,500,0
1112,6,2,4,3,2.1,22857.12,0,0,4,0,128
1113,2,1,8,3,1.16,104908.32,0,0,2,0,512
1114,6,5,4,6,0.69,29250.72,1,1,5,0,0
1115,5,1,8,3,1.23,73473.12,0,0,2,0,256
1116,6,4,16,3,4.6,146519.46719999998,0,1,2,0,256
1117,14,1,8,3,1.25,54825.12,1,0,2,0,256
1118,10,1,16,3,1.05,118601.28,0,0,2,0,512
1119,4,4,8,3,3.52,69929.4672,0,0,2,1000,128
1120,13,2,4,3,1.35,10442.88,0,0,5,0,0
1121,2,2,8,3,1.16,90043.2,0,0,1,0,256
1122,2,2,8,9,1.43,80612.64,0,0,1,0,256
1123,5,2,4,5,2.09,27899.0064,0,0,1,500,0
1124,4,2,4,3,2.0,23176.8,0,0,4,1000,0
1125,6,5,8,3,1.8,88924.31999999999,1,1,2,0,256
1126,6,5,4,3,0.69,25521.12,1,1,5,0,0
1127,2,1,8,9,1.26,100965.6,0,0,1,0,256
1128,6,4,8,2,2.4,52693.92,0,1,1,1000,128
1129,2,4,8,3,3.35,60153.12,0,1,1,1000,128
1130,2,2,8,3,2.04,33513.119999999995,0,0,2,2000,0
1131,6,5,8,9,1.8,109244.2464,1,1,2,0,512
1132,4,2,4,3,1.5,14811.84,0,0,5,0,0
1133,2,1,8,3,1.84,40066.56,0,0,2,0,256
1134,3,2,4,3,2.23,32820.48,0,0,1,1000,0
1135,6,2,16,3,2.5,58554.72,0,0,2,0,0
1136,2,6,8,9,3.0,210424.032,0,1,2,0,256
1137,5,2,8,3,2.5,41771.52,0,0,1,1000,0
1138,8,4,16,3,3.78,127818.72,0,0,2,1000,256
1139,2,1,8,9,1.88,115709.2416,0,0,2,0,256
1140,6,5,16,3,2.8,130003.2,1,1,2,0,512
1141,8,4,8,3,2.4,60888.384,0,0,2,1000,128
1142,2,5,8,3,1.48,86793.12,1,0,1,0,256
1143,2,6,8,9,2.59,118761.12,0,1,2,0,256
1144,2,5,8,3,1.48,95850.72,1,0,2,0,256
1145,2,6,8,9,2.0,101178.72,0,0,2,0,256
1146,2,1,8,9,1.26,122381.49599999998,0,0,2,0,256
1147,5,2,8,3,2.18,53807.472,0,0,2,0,256
1148,2,2,8,9,1.88,84129.12,0,0,1,0,256
1149,6,5,8,3,1.27,124621.92,1,1,2,0,256
1150,6,2,4,2,1.9,18061.92,0,0,4,1000,0
1151,2,2,4,3,1.86,15824.16,0,0,3,500,0
1152,6,2,8,2,2.32,31914.72,0,0,1,1000,0
1153,5,4,8,3,2.62,63882.72,0,0,2,1000,0
1154,5,2,8,3,2.04,119916.2304,1,1,1,0,256
1155,2,2,4,3,1.91,25515.2592,0,0,3,0,256
1156,8,4,16,3,2.7,79536.38399999999,0,0,2,1000,256
1157,6,1,12,9,1.4,122490.72,0,0,2,0,512
1158,6,2,8,3,2.5,42010.7472,0,0,1,0,0
1159,2,5,8,3,1.48,108744.48,1,0,2,0,512
1160,6,1,8,9,1.7,79866.72,0,0,2,0,256
1161,8,4,16,3,1.7,94252.32,0,0,2,1000,256
1162,2,4,8,3,2.62,47898.72,0,1,2,1000,0
1163,6,2,8,3,2.2,24455.52,0,0,4,1000,0
1164,2,2,4,2,2.1,25414.0272,0,0,1,500,0
1165,5,4,8,3,2.62,79813.44,0,0,2,1000,128
1166,6,2,8,3,1.95,74059.2,0,1,1,0,256
1167,6,2,4,3,2.2,24935.04,0,0,4,1000,0
1168,2,2,2,3,1.44,13266.72,0,0,5,0,0
1169,8,4,8,3,2.2,44701.92,0,1,2,1000,0
1170,2,2,8,3,1.96,36177.12,0,0,2,0,256
1171,2,2,16,3,2.1,61751.52,0,0,2,0,512
1172,4,2,4,3,2.2,19660.32,0,0,5,500,0
1173,6,2,4,2,2.1,21205.44,0,0,1,500,0
1174,6,2,8,2,2.2,37775.52,0,0,2,1000,0
1175,4,2,4,3,2.0,40972.32,0,0,4,0,256
1176,6,2,4,9,2.32,43956.0,0,0,2,0,0
1177,6,4,16,3,3.31,69530.4,0,1,2,0,512
1178,8,4,16,3,1.91,114731.5536,0,0,2,1000,128
1179,2,2,4,3,2.07,34632.0,0,0,4,500,0
1180,6,5,8,3,1.36,87219.36,1,1,1,0,256
1181,6,1,6,3,1.54,44275.68,0,0,2,0,256
1182,5,2,8,5,1.98,47686.1328,0,0,2,0,256
1183,3,2,4,3,2.1,17742.239999999998,0,0,5,500,0
1184,2,2,6,3,2.18,42570.72,0,1,2,1000,0
1185,4,4,8,3,2.591,48431.52,0,1,2,1000,256
1186,5,5,16,3,2.09,62817.12,1,0,2,0,512
1187,3,2,4,3,2.23,36816.48,0,0,1,0,256
1188,5,1,8,5,1.23,58554.72,1,0,1,0,256
1189,3,4,16,3,4.2,138474.72,0,1,2,1000,256
1190,6,4,8,3,2.4,43636.32,0,1,1,1000,0
1191,16,5,4,8,1.15,35111.52,1,1,3,0,0
1192,2,2,4,3,1.86,25840.8,0,0,1,500,0
1193,1,1,8,4,0.92,61964.64,0,1,5,0,0
1194,5,5,8,3,1.6,63882.72,1,1,1,0,256
1195,2,2,12,3,2.21,70702.56,0,1,2,1000,128
1196,6,2,4,2,1.9,19607.04,0,0,4,1000,0
1197,4,4,16,3,4.3,114552.0,0,1,2,1000,512
1198,3,2,4,5,2.1,14492.16,0,0,5,1000,0
1199,8,4,16,3,2.43,109165.392,0,0,2,1000,256
1200,5,2,4,3,2.3,26586.72,0,0,4,0,128
1201,6,2,8,2,2.2,33513.119999999995,0,0,2,500,0
1202,5,5,16,3,2.0,68464.8,1,0,2,0,512
1203,5,1,16,3,1.2,142790.4,1,0,2,0,512
1204,4,4,8,3,2.2,62284.32,0,0,2,1000,0
1205,5,2,8,3,2.36,47365.92,0,0,1,0,256
1206,2,2,8,3,1.91,30849.12,0,0,1,0,256
1207,6,2,4,3,2.2,15930.72,0,0,3,500,0
1208,3,2,8,3,3.3,33513.119999999995,0,0,4,1000,0
1209,4,4,16,3,2.2,130482.72,0,0,2,1000,256
1210,1,1,8,4,0.92,68145.12,0,1,5,0,0
1211,4,2,16,3,2.2,93186.72,0,0,2,1000,128
1212,8,4,16,3,2.43,103842.1872,0,1,2,1000,256
1213,5,5,8,3,2.191,53226.72,1,1,1,0,256
1214,4,4,16,3,2.9,103842.72,0,0,2,1000,256
1215,3,3,2,8,1.3,9270.72,0,0,5,0,32
1216,3,2,4,3,3.3,31861.44,0,0,4,1000,0
1217,6,2,8,2,2.8,28717.92,0,0,1,1000,0
1218,6,4,8,3,2.6,67772.16,0,1,2,1000,128
1219,3,5,8,3,1.2,61218.72,1,1,2,0,256
1220,6,2,8,3,2.3,81465.12,0,1,2,0,256
1221,8,4,8,3,2.2,78647.1408,0,0,2,1000,128
1222,2,2,6,3,2.1,28185.12,0,0,3,1000,0
1223,5,1,8,9,1.26,91288.3536,1,0,1,0,256
1224,5,5,4,3,2.08,27119.52,1,0,4,500,0
1225,4,2,4,3,2.65,16463.52,0,0,5,1000,0
1226,5,1,8,3,1.29,78694.56,1,0,2,0,256
1227,5,2,4,5,2.18,27804.7008,0,0,1,1000,0
1228,6,4,16,3,2.6,54825.12,1,1,2,1000,128
1229,8,4,8,3,2.2,61218.72,0,0,2,1000,128
1230,6,3,16,3,1.3,87912.0,1,1,2,0,512
1231,14,4,16,3,1.95,186426.72,0,0,2,0,1000
1232,5,2,8,3,2.3,24988.8528,1,0,4,1000,0
1233,8,4,16,3,2.7,85141.44,0,0,2,1000,256
1234,1,1,4,4,1.08,51095.52,0,0,1,0,0
1235,2,2,4,3,2.1,25467.84,0,0,4,1000,0
1236,2,1,8,9,1.54,117119.5632,0,0,2,0,256
1237,5,2,4,9,2.24,39267.36,0,0,1,500,0
1238,8,4,8,3,2.3,62284.32,0,0,2,1000,128
1239,6,2,16,3,1.4,79866.72,0,1,2,0,512
1240,6,2,6,3,2.2,31838.5296,0,0,3,0,256
1241,4,1,8,3,1.45,68198.4,0,0,2,0,256
1242,3,2,4,5,2.4,19276.704,0,0,4,500,0
1243,5,5,16,3,2.77,95850.72,1,0,2,0,512
1244,2,2,4,9,1.54,58607.46719999999,0,0,1,0,256
1245,4,4,16,3,2.5,85248.0,0,1,2,1000,256
1246,5,2,4,3,1.6,46620.0,0,0,1,500,0
1247,4,4,16,3,2.34,123876.0,0,1,2,1000,256
1248,6,2,8,2,2.3,30529.44,0,1,1,0,256
1249,5,5,8,3,1.24,96596.64,1,0,1,0,256
1250,5,2,4,5,2.2,17262.72,0,0,5,500,0
1251,2,2,4,3,1.86,21258.72,0,0,3,500,0
1252,6,2,6,3,2.4,30316.32,0,0,4,0,128
1253,6,2,8,3,1.9,57116.16,0,1,1,0,256
1254,5,2,4,3,2.2,23655.7872,0,0,5,500,0
1255,4,2,4,3,2.0,18061.92,0,0,5,1000,0
1256,4,4,16,3,4.0,101232.0,0,1,2,1000,128
1257,5,2,4,3,2.29,26107.2,0,0,4,500,0
1258,6,2,8,9,2.32,47685.6,0,0,2,0,0
1259,8,4,8,3,2.4,65481.12,0,0,2,1000,128
1260,6,5,4,3,1.8,44382.7728,1,0,1,0,128
1261,4,1,8,3,1.2,38841.12,0,1,5,0,512
1262,5,2,6,3,2.3,24455.52,0,0,4,1000,0
1263,3,2,4,5,2.4,15397.92,0,0,5,500,0
1264,5,2,2,3,2.2,20193.12,0,0,5,500,0
1265,6,2,8,3,2.6,47898.72,0,1,2,1000,0
1266,2,2,6,3,2.04,29303.4672,0,0,3,0,0
1267,5,2,8,5,2.3,42943.1472,0,0,2,1000,0
1268,2,3,2,3,1.17,11135.52,0,0,5,0,0
1269,4,2,4,3,2.2,38378.6496,0,0,2,500,0
1270,6,5,4,3,1.8,33992.64,1,1,2,0,128
1271,6,5,16,3,1.3,79866.72,1,1,2,0,512
1272,6,2,2,3,1.5,12201.12,0,0,5,0,0
1273,2,2,6,3,2.19,40705.92,0,0,2,1000,0
1274,4,2,4,3,2.2,19660.32,0,0,5,500,0
1275,4,1,8,3,1.2,38841.12,0,1,5,0,512
1276,5,2,6,3,2.3,24455.52,0,0,4,1000,0
1277,3,2,4,5,2.4,15397.92,0,0,5,500,0
1278,5,2,2,3,2.2,20193.12,0,0,5,500,0
1279,6,2,8,3,2.6,47898.72,0,1,2,1000,0
1280,2,2,6,3,2.04,29303.4672,0,0,3,0,0
1281,5,2,8,5,2.3,42943.1472,0,0,2,1000,0
1282,2,3,2,3,1.17,11135.52,0,0,5,0,0
1283,4,2,4,3,2.2,38378.6496,0,0,2,500,0
1284,6,5,4,3,1.8,33992.64,1,1,2,0,128
1285,6,5,16,3,1.3,79866.72,1,1,2,0,512
1286,6,2,2,3,1.5,12201.12,0,0,5,0,0
1287,2,2,6,3,2.19,40705.92,0,0,2,1000,0
1288,4,2,4,3,2.2,19660.32,0,0,5,500,0
1289,4,1,8,3,1.2,38841.12,0,1,5,0,512
1290,5,2,6,3,2.3,24455.52,0,0,4,1000,0
1291,3,2,4,5,2.4,15397.92,0,0,5,500,0
1292,5,2,2,3,2.2,20193.12,0,0,5,500,0
1293,6,2,8,3,2.6,47898.72,0,1,2,1000,0
1294,2,2,6,3,2.04,29303.4672,0,0,3,0,0
1295,5,2,8,5,2.3,42943.1472,0,0,2,1000,0
1296,2,3,2,3,1.17,11135.52,0,0,5,0,0
1297,4,2,4,3,2.2,38378.6496,0,0,2,500,0
1298,6,5,4,3,1.8,33992.64,1,1,2,0,128
1299,6,5,16,3,1.3,79866.72,1,1,2,0,512
1300,6,2,2,3,1.5,12201.12,0,0,5,0,0
1301,2,2,6,3,2.19,40705.92,0,0,2,1000,0
1302,4,2,4,3,2.2,19660.32,0,0,5,500,0
